transaction_id,amount,hour,device_age_days,attempts_24h,country_match,channel,is_fraud
TX-00595,376695.0,20,241,5,1,web,0
TX-00596,26706.0,1,244,6,1,web,1
TX-00597,226198.0,6,578,2,1,web,0
TX-00598,211975.0,21,524,7,1,app,0
TX-00599,23345.0,19,921,3,1,app,0
TX-00600,200611.0,20,1045,3,1,app,0
TX-00601,77730.0,8,208,6,1,web,0
TX-00602,46991.0,22,203,3,1,web,0
TX-00603,43121.0,3,769,3,1,web,0
TX-00604,48789.0,0,324,4,1,app,0
TX-00605,19564.0,20,78,3,1,app,0
TX-00606,89758.0,17,300,7,1,web,0
TX-00607,27198.0,17,104,3,1,web,0
TX-00608,207369.0,3,604,2,1,web,0
TX-00609,99909.0,7,298,1,0,web,0
TX-00610,15000.0,23,421,3,1,app,0
TX-00611,24349.0,18,723,4,1,app,0
TX-00612,64516.0,3,653,3,1,web,0
TX-00613,119217.0,7,1003,1,1,app,0
TX-00614,86158.0,19,729,2,0,app,0
TX-00615,68400.0,4,178,2,1,app,0
TX-00616,275052.0,14,106,2,1,app,0
TX-00617,138577.0,20,841,5,1,web,0
TX-00618,104455.0,17,1067,2,1,web,0
TX-00619,111307.0,14,904,4,1,app,0
TX-00620,221473.0,15,161,2,1,web,0
TX-00621,185798.0,20,882,7,1,app,0
TX-00622,96729.0,13,1172,7,1,web,0
TX-00623,51883.0,23,1034,7,1,app,0
TX-00624,246337.0,6,148,6,1,app,0
TX-00625,442994.0,4,539,4,0,web,1
TX-00626,53083.0,8,796,2,1,app,0
TX-00627,91584.0,10,175,7,1,app,0
TX-00628,196438.0,16,787,5,1,app,0
TX-00629,92674.0,1,919,3,1,app,0
TX-00630,161019.0,10,492,3,1,web,0
TX-00631,269618.0,9,864,3,1,web,0
TX-00632,30518.0,14,138,2,1,web,0
TX-00633,38273.0,7,149,2,1,app,0
TX-00634,18158.0,19,1130,5,1,web,0
TX-00635,150152.0,12,385,6,1,web,0
TX-00636,78080.0,11,1043,4,1,app,0
TX-00637,20556.0,10,228,4,1,call_center,0
TX-00638,370038.0,13,107,7,1,web,0
TX-00639,159081.0,5,846,1,1,app,0
TX-00640,15000.0,7,170,7,0,web,1
TX-00641,52218.0,20,647,5,1,web,0
TX-00642,108908.0,11,335,6,1,web,0
TX-00643,231096.0,14,232,7,1,web,0
TX-00644,81006.0,15,421,6,1,app,0
TX-00645,47616.0,11,8,7,1,app,0
TX-00646,249040.0,2,178,5,1,web,1
TX-00647,21868.0,17,1111,4,1,web,0
TX-00648,41406.0,22,655,3,1,app,0
TX-00649,27739.0,12,979,5,1,web,0
TX-00650,25123.0,19,1043,3,1,web,0
TX-00651,31790.0,19,752,4,0,web,0
TX-00652,54524.0,2,91,1,1,web,0
TX-00653,98700.0,15,654,4,1,app,0
TX-00654,25600.0,13,331,4,1,call_center,0
TX-00655,84914.0,1,424,5,1,app,0
TX-00656,218238.0,17,970,1,1,web,0
TX-00657,70205.0,18,509,5,1,web,0
TX-00658,152431.0,9,908,5,1,call_center,0
TX-00659,204786.0,22,45,5,1,app,0
TX-00660,69249.0,0,408,1,1,web,0
TX-00661,34228.0,5,607,4,1,app,0
TX-00662,108838.0,2,986,4,1,app,0
TX-00663,68169.0,6,413,2,1,web,0
TX-00664,31480.0,12,420,7,1,web,0
TX-00665,176605.0,4,388,2,1,web,0
TX-00666,40895.0,16,768,2,1,web,0
TX-00667,95646.0,4,812,3,1,web,0
TX-00668,230952.0,4,337,7,0,web,1
TX-00669,61482.0,16,167,2,1,app,0
TX-00670,58906.0,12,409,6,1,web,0
TX-00671,85367.0,12,179,2,1,web,0
TX-00672,87394.0,23,28,4,1,call_center,0
TX-00673,48838.0,0,1196,3,0,app,1
TX-00674,33064.0,6,538,6,1,call_center,0
TX-00675,15550.0,16,221,3,1,app,0
TX-00676,154200.0,21,422,3,1,web,0
TX-00677,102685.0,3,104,2,1,web,0
TX-00678,43881.0,14,461,5,1,app,0
TX-00679,17567.0,10,1048,5,1,app,0
TX-00680,140638.0,13,775,7,1,web,0
TX-00681,69567.0,3,718,4,0,app,1
TX-00682,52093.0,6,93,7,1,app,0
TX-00683,232753.0,19,868,7,1,web,0
TX-00684,54614.0,16,1151,4,1,app,0
TX-00685,150748.0,21,717,3,1,web,0
TX-00686,49737.0,17,702,5,1,app,0
TX-00687,144408.0,0,1031,4,1,web,0
TX-00688,66489.0,12,967,5,1,app,0
TX-00689,33849.0,7,638,2,1,app,0
TX-00690,141782.0,8,401,7,1,web,0
TX-00691,100817.0,3,1061,4,1,app,0
TX-00692,109013.0,18,467,5,1,web,0
TX-00693,120413.0,21,96,3,1,web,0
TX-00694,125349.0,16,297,1,1,call_center,0
TX-00695,55974.0,17,1070,2,1,web,0
TX-00696,54593.0,1,1083,6,1,web,1
TX-00697,94320.0,12,1034,5,1,app,0
TX-00698,37535.0,5,155,6,1,web,0
TX-00699,63551.0,0,313,6,1,web,0
TX-00700,124919.0,3,337,1,1,app,0
