campaign_id,city,segment,channel,category,discount_pct,baseline_orders,avg_ticket,unit_cost,logistics_capacity,seasonality_index,baseline_return_rate,incremental_orders_pct
CMP-0237,Bogota,Ocasional,B2B,Educacion,15,443,290177.0,198101.0,0.99,0.941,0.036,2.327
CMP-0238,Manizales,En riesgo,Digital,Hogar,0,650,260927.0,142490.0,0.995,1.217,0.109,10.46
CMP-0239,Bucaramanga,Frecuente,Tienda,Educacion,20,143,144420.0,77278.0,0.645,1.227,0.117,10.117
CMP-0240,Bogota,Frecuente,Tienda,Hogar,10,332,213503.0,144440.0,0.827,1.246,0.02,17.067
CMP-0241,Pereira,Alto valor,Digital,Bienestar,15,693,229452.0,141220.0,0.585,1.014,0.099,13.61
CMP-0242,Manizales,Ocasional,Tienda,Tecnologia,15,321,229753.0,163685.0,0.81,0.88,0.083,4.603
CMP-0243,Pereira,Frecuente,Tienda,Educacion,15,487,265624.0,197878.0,0.607,1.02,0.042,12.602
CMP-0244,Bogota,Frecuente,B2B,Hogar,15,179,366916.0,275073.0,0.918,0.846,0.082,3.749
CMP-0245,Bogota,Alto valor,B2B,Educacion,25,531,320907.0,199650.0,0.973,1.193,0.029,9.935
CMP-0246,Pereira,En riesgo,Digital,Hogar,15,250,185936.0,108482.0,0.628,1.052,0.022,15.268
CMP-0247,Bogota,Frecuente,Digital,Educacion,20,434,310880.0,207067.0,0.758,0.982,0.119,7.891
CMP-0248,Manizales,Ocasional,Tienda,Hogar,15,625,308023.0,206611.0,0.596,0.836,0.082,6.471
CMP-0249,Bogota,Alto valor,Digital,Tecnologia,10,489,199545.0,133568.0,0.703,0.982,0.042,10.923
CMP-0250,Pereira,En riesgo,Digital,Tecnologia,10,374,323665.0,193301.0,0.579,1.19,0.062,16.687
CMP-0251,Pereira,Alto valor,B2B,Bienestar,10,197,247972.0,132739.0,0.669,1.117,0.115,4.519
CMP-0252,Manizales,Alto valor,Digital,Tecnologia,10,291,154253.0,87986.0,0.996,0.837,0.061,14.194
CMP-0253,Pereira,En riesgo,Digital,Hogar,10,606,294140.0,163854.0,0.57,0.872,0.11,9.69
CMP-0254,Bucaramanga,En riesgo,Tienda,Bienestar,10,213,276272.0,151877.0,0.937,0.977,0.106,16.116
CMP-0255,Bogota,Frecuente,Digital,Hogar,15,486,242924.0,180325.0,0.585,0.846,0.051,8.413
CMP-0256,Pereira,Frecuente,Digital,Tecnologia,5,380,257191.0,134594.0,0.788,1.22,0.088,15.859
CMP-0257,Bogota,Ocasional,B2B,Bienestar,20,278,206069.0,136921.0,0.753,1.094,0.084,7.575
CMP-0258,Pereira,En riesgo,Digital,Bienestar,10,524,305760.0,228523.0,0.969,0.843,0.096,13.728
CMP-0259,Pereira,Frecuente,Digital,Bienestar,15,304,256741.0,155691.0,0.64,1.155,0.053,14.942
CMP-0260,Manizales,Frecuente,Digital,Educacion,5,257,272484.0,176162.0,0.631,0.966,0.02,10.115
CMP-0261,Bogota,Ocasional,B2B,Tecnologia,10,408,286786.0,197018.0,0.887,0.91,0.033,7.476
CMP-0262,Pereira,Ocasional,Digital,Hogar,0,549,173406.0,103371.0,0.877,1.056,0.08,-0.601
CMP-0263,Bucaramanga,Ocasional,Tienda,Tecnologia,15,615,192929.0,122440.0,0.865,0.806,0.096,3.828
CMP-0264,Medellin,Ocasional,Digital,Educacion,10,470,94254.0,67496.0,0.562,1.009,0.094,12.294
CMP-0265,Medellin,Alto valor,Digital,Bienestar,25,490,302356.0,211312.0,0.667,1.18,0.076,6.768
CMP-0266,Manizales,En riesgo,B2B,Tecnologia,10,568,169084.0,120731.0,0.928,1.218,0.024,16.684
CMP-0267,Manizales,En riesgo,Tienda,Bienestar,15,246,269943.0,204336.0,0.82,0.954,0.017,13.936
CMP-0268,Bucaramanga,Ocasional,B2B,Tecnologia,10,235,287824.0,175250.0,0.821,1.089,0.097,5.676
CMP-0269,Bogota,Alto valor,Digital,Hogar,15,380,305176.0,213410.0,0.683,0.902,0.073,6.012
CMP-0270,Manizales,Frecuente,Tienda,Bienestar,10,471,169699.0,112793.0,0.667,1.052,0.097,7.286
CMP-0271,Bucaramanga,Ocasional,B2B,Bienestar,10,480,255113.0,173473.0,0.976,0.914,0.032,12.824
CMP-0272,Pereira,Alto valor,Digital,Educacion,5,175,385271.0,268753.0,0.877,1.057,0.058,10.291
CMP-0273,Pereira,En riesgo,Digital,Bienestar,5,563,388574.0,271976.0,0.607,0.877,0.112,6.892
CMP-0274,Medellin,Frecuente,B2B,Educacion,5,305,334049.0,244717.0,0.972,1.224,0.033,7.262
CMP-0275,Manizales,Ocasional,Digital,Bienestar,25,623,285312.0,172282.0,0.812,1.199,0.021,12.224
CMP-0276,Manizales,En riesgo,Tienda,Tecnologia,10,529,184617.0,124955.0,0.7,0.952,0.084,9.789
CMP-0277,Manizales,Frecuente,B2B,Tecnologia,0,689,313897.0,184342.0,0.729,1.149,0.077,1.35
CMP-0278,Bogota,Frecuente,Digital,Educacion,25,471,248148.0,164447.0,0.876,0.843,0.115,10.586
CMP-0279,Pereira,Ocasional,Digital,Tecnologia,0,407,302040.0,211513.0,0.719,1.133,0.11,6.944
CMP-0280,Pereira,Ocasional,Digital,Hogar,10,196,212537.0,150867.0,0.81,0.927,0.094,7.095
CMP-0281,Bucaramanga,Frecuente,Digital,Tecnologia,15,327,247030.0,153364.0,0.87,0.861,0.017,7.859
CMP-0282,Manizales,Ocasional,Digital,Hogar,20,612,272311.0,174849.0,0.638,1.105,0.065,12.496
CMP-0283,Bogota,En riesgo,Tienda,Bienestar,15,316,278471.0,167117.0,0.975,1.011,0.109,14.083
CMP-0284,Manizales,Frecuente,Digital,Tecnologia,10,113,297029.0,166505.0,0.71,1.039,0.061,7.268
CMP-0285,Manizales,Alto valor,Tienda,Hogar,25,231,216560.0,126152.0,0.739,1.034,0.116,1.692
CMP-0286,Medellin,Frecuente,Digital,Educacion,0,449,159254.0,117675.0,0.864,0.827,0.084,1.325
CMP-0287,Pereira,Frecuente,Digital,Tecnologia,25,470,381859.0,226882.0,0.824,0.823,0.026,2.447
CMP-0288,Manizales,Alto valor,Digital,Tecnologia,20,689,446694.0,336782.0,0.748,1.071,0.068,7.1
CMP-0289,Manizales,Alto valor,Tienda,Hogar,20,658,293557.0,169662.0,0.842,1.081,0.088,8.222
CMP-0290,Manizales,Ocasional,Digital,Educacion,10,409,160701.0,111452.0,0.956,0.821,0.022,7.138
CMP-0291,Medellin,Frecuente,Digital,Hogar,5,423,202010.0,132870.0,0.91,0.97,0.051,9.164
CMP-0292,Bucaramanga,En riesgo,B2B,Bienestar,15,576,298184.0,204926.0,0.921,1.076,0.09,17.563
CMP-0293,Medellin,Frecuente,Tienda,Tecnologia,15,110,360584.0,243232.0,0.666,1.096,0.031,9.02
CMP-0294,Bucaramanga,Alto valor,Digital,Bienestar,15,449,169033.0,116569.0,0.739,1.173,0.052,14.877
CMP-0295,Manizales,Ocasional,B2B,Tecnologia,20,373,250675.0,184831.0,0.799,0.989,0.087,6.741
CMP-0296,Manizales,En riesgo,Digital,Bienestar,15,565,274695.0,179989.0,0.57,1.047,0.096,12.65
CMP-0297,Medellin,Frecuente,Digital,Tecnologia,10,576,324843.0,174208.0,0.896,1.06,0.069,14.662
CMP-0298,Manizales,Frecuente,Digital,Educacion,10,486,234230.0,137024.0,0.696,0.94,0.115,11.081
CMP-0299,Bucaramanga,Alto valor,Digital,Hogar,5,487,142714.0,98469.0,0.677,0.824,0.112,8.453
CMP-0300,Pereira,Frecuente,Digital,Tecnologia,5,508,306590.0,195781.0,0.667,0.802,0.065,13.994
CMP-0301,Bucaramanga,Frecuente,Tienda,Hogar,5,439,344360.0,224403.0,0.678,1.176,0.032,10.889
CMP-0302,Medellin,Frecuente,Digital,Tecnologia,20,221,253806.0,168319.0,0.702,0.89,0.096,5.721
CMP-0303,Pereira,Alto valor,Tienda,Tecnologia,15,256,290393.0,177671.0,0.822,1.084,0.041,13.565
CMP-0304,Medellin,Frecuente,B2B,Bienestar,15,539,224413.0,158376.0,0.813,1.06,0.103,6.938
CMP-0305,Manizales,En riesgo,Tienda,Hogar,10,463,196567.0,136348.0,0.665,0.98,0.077,11.743
CMP-0306,Pereira,Ocasional,Tienda,Hogar,15,227,336982.0,233000.0,0.643,1.175,0.056,5.161
CMP-0307,Bucaramanga,Frecuente,Tienda,Educacion,20,624,289062.0,199937.0,0.922,1.114,0.073,7.816
CMP-0308,Manizales,Alto valor,B2B,Tecnologia,20,687,296778.0,217742.0,0.592,0.81,0.071,5.261
CMP-0309,Bucaramanga,Frecuente,Digital,Hogar,15,468,372659.0,247033.0,0.781,1.15,0.112,16.74
CMP-0310,Pereira,Frecuente,Digital,Tecnologia,20,221,180887.0,136044.0,0.784,1.028,0.038,12.553
CMP-0311,Bogota,Ocasional,Tienda,Hogar,15,661,218598.0,119924.0,0.808,0.956,0.112,10.266
CMP-0312,Bogota,En riesgo,Tienda,Hogar,10,226,271845.0,182590.0,0.949,1.127,0.018,15.859
CMP-0313,Pereira,En riesgo,Digital,Tecnologia,20,348,217677.0,150646.0,0.831,1.109,0.096,15.515
CMP-0314,Bucaramanga,En riesgo,Tienda,Tecnologia,10,612,318735.0,202248.0,0.988,0.94,0.112,11.51
CMP-0315,Bucaramanga,En riesgo,Digital,Educacion,10,402,245945.0,144903.0,0.942,1.242,0.056,20.914
CMP-0316,Bogota,En riesgo,B2B,Tecnologia,10,230,185560.0,120987.0,0.647,1.092,0.023,13.042
CMP-0317,Bogota,Alto valor,Digital,Educacion,15,129,264933.0,160957.0,0.659,1.073,0.099,13.246
CMP-0318,Bogota,Alto valor,Digital,Educacion,15,303,272775.0,201360.0,0.705,0.831,0.104,10.621
CMP-0319,Medellin,Frecuente,Digital,Hogar,15,496,330101.0,199919.0,0.726,0.926,0.05,15.225
CMP-0320,Bogota,Ocasional,Digital,Hogar,10,523,289486.0,162740.0,0.799,1.001,0.069,10.396
CMP-0321,Bucaramanga,Alto valor,Digital,Educacion,5,218,294586.0,193936.0,0.655,1.084,0.1,11.234
CMP-0322,Pereira,Ocasional,Digital,Educacion,20,178,284022.0,174684.0,0.65,1.031,0.035,9.825
CMP-0323,Bogota,Ocasional,Digital,Tecnologia,10,514,245883.0,133518.0,0.722,1.143,0.081,11.191
CMP-0324,Medellin,Frecuente,Digital,Educacion,20,178,206284.0,135232.0,0.852,0.918,0.06,8.143
CMP-0325,Medellin,Alto valor,Digital,Educacion,5,119,281663.0,182823.0,0.86,1.116,0.033,14.312
CMP-0326,Bucaramanga,Frecuente,Digital,Tecnologia,15,381,235016.0,131977.0,0.989,1.167,0.102,15.929
CMP-0327,Bucaramanga,Alto valor,Digital,Tecnologia,15,433,386737.0,256574.0,0.641,1.144,0.049,19.284
CMP-0328,Pereira,En riesgo,Digital,Bienestar,20,231,360664.0,236655.0,0.727,1.147,0.113,16.761
CMP-0329,Pereira,Ocasional,Digital,Tecnologia,5,210,307463.0,216966.0,0.984,1.2,0.075,10.713
CMP-0330,Manizales,Ocasional,Digital,Bienestar,20,226,288385.0,174985.0,0.861,0.838,0.069,10.09
CMP-0331,Manizales,Frecuente,Digital,Tecnologia,15,292,253403.0,146898.0,0.817,1.114,0.059,14.701
CMP-0332,Bucaramanga,Frecuente,Tienda,Bienestar,15,85,165416.0,123779.0,0.793,1.236,0.057,16.258
CMP-0333,Bucaramanga,Frecuente,B2B,Tecnologia,15,87,243787.0,159606.0,0.584,1.058,0.101,5.61
CMP-0334,Medellin,Ocasional,B2B,Tecnologia,0,309,267605.0,140898.0,0.952,0.898,0.086,1.12
CMP-0335,Manizales,Ocasional,Tienda,Tecnologia,15,92,277209.0,198751.0,0.831,1.249,0.096,11.324
CMP-0336,Medellin,Frecuente,Tienda,Tecnologia,10,277,295215.0,167453.0,0.807,0.879,0.059,8.222
CMP-0337,Medellin,En riesgo,Digital,Bienestar,10,440,329100.0,233216.0,0.793,0.951,0.042,11.318
CMP-0338,Bucaramanga,Alto valor,Tienda,Tecnologia,15,99,208088.0,143423.0,0.726,0.877,0.024,10.804
CMP-0339,Bucaramanga,En riesgo,Tienda,Educacion,15,463,208769.0,157102.0,0.665,1.009,0.097,12.385
CMP-0340,Medellin,Alto valor,Tienda,Bienestar,5,465,368814.0,277252.0,0.89,0.988,0.059,13.095
CMP-0341,Bogota,Frecuente,B2B,Hogar,0,435,317824.0,186200.0,0.779,1.021,0.068,1.988
CMP-0342,Bucaramanga,Ocasional,Digital,Educacion,5,468,230692.0,162395.0,0.565,1.218,0.064,7.67
CMP-0343,Bogota,Alto valor,Tienda,Bienestar,5,581,251959.0,150179.0,0.73,1.015,0.06,10.584
CMP-0344,Manizales,Frecuente,Tienda,Bienestar,15,123,252296.0,169293.0,0.968,1.032,0.087,9.491
CMP-0345,Medellin,Frecuente,Digital,Tecnologia,5,184,262368.0,174070.0,0.718,1.199,0.079,14.515
CMP-0346,Bucaramanga,Frecuente,B2B,Bienestar,20,276,295451.0,157502.0,0.736,1.168,0.117,11.421
CMP-0347,Medellin,Ocasional,Digital,Bienestar,5,506,450124.0,234625.0,0.831,0.908,0.03,11.017
CMP-0348,Medellin,En riesgo,B2B,Educacion,5,621,274232.0,146402.0,0.911,0.806,0.075,8.046
CMP-0349,Pereira,En riesgo,Tienda,Hogar,20,649,309695.0,170551.0,0.851,1.083,0.022,11.044
CMP-0350,Pereira,Frecuente,Digital,Bienestar,10,440,133514.0,77683.0,0.933,1.18,0.1,15.611
CMP-0351,Manizales,Frecuente,Tienda,Hogar,10,334,223633.0,164967.0,0.601,1.049,0.08,9.311
CMP-0352,Pereira,Frecuente,Digital,Tecnologia,25,335,352161.0,226958.0,0.966,0.895,0.06,6.492
CMP-0353,Bucaramanga,Frecuente,Tienda,Tecnologia,25,117,290174.0,206387.0,0.957,1.134,0.099,12.072
CMP-0354,Manizales,Alto valor,Tienda,Educacion,15,368,80000.0,57696.0,0.784,1.101,0.063,14.017
CMP-0355,Medellin,En riesgo,Tienda,Bienestar,0,397,310552.0,216264.0,0.831,1.054,0.039,4.383
CMP-0356,Medellin,En riesgo,B2B,Hogar,15,209,403862.0,247944.0,0.646,1.189,0.065,16.971
CMP-0357,Pereira,Ocasional,Digital,Bienestar,25,556,110307.0,80229.0,0.752,1.153,0.022,7.997
CMP-0358,Medellin,Frecuente,Digital,Tecnologia,25,583,373954.0,261054.0,0.641,1.101,0.109,4.539
CMP-0359,Pereira,Frecuente,Digital,Tecnologia,5,267,80000.0,55869.0,0.56,1.099,0.092,6.529
CMP-0360,Bogota,Frecuente,Digital,Bienestar,10,646,330350.0,243262.0,0.991,1.098,0.095,19.014
CMP-0361,Medellin,Frecuente,Digital,Bienestar,10,146,259351.0,172126.0,0.667,1.036,0.107,16.295
CMP-0362,Medellin,Frecuente,Digital,Educacion,5,644,83752.0,54176.0,0.817,1.009,0.098,12.909
CMP-0363,Bucaramanga,Alto valor,Digital,Educacion,15,556,293460.0,215294.0,0.685,1.119,0.06,17.917
CMP-0364,Medellin,Alto valor,Digital,Hogar,10,218,346313.0,217855.0,0.717,1.075,0.027,17.004
CMP-0365,Pereira,En riesgo,B2B,Educacion,10,483,287292.0,205349.0,0.729,1.02,0.054,11.616
CMP-0366,Manizales,Frecuente,Digital,Hogar,5,272,303862.0,161935.0,0.701,0.857,0.113,8.137
CMP-0367,Manizales,En riesgo,B2B,Educacion,15,575,229124.0,119216.0,0.837,1.116,0.115,14.059
CMP-0368,Bucaramanga,Alto valor,Digital,Tecnologia,5,179,120396.0,77871.0,0.982,1.091,0.096,16.116
CMP-0369,Pereira,Ocasional,Digital,Tecnologia,10,231,311890.0,167693.0,0.743,0.954,0.036,7.308
CMP-0370,Bogota,Frecuente,Tienda,Tecnologia,5,270,391232.0,295133.0,0.988,0.96,0.035,10.591
CMP-0371,Bucaramanga,Frecuente,Digital,Educacion,25,203,344719.0,179709.0,0.851,0.911,0.107,11.296
CMP-0372,Bogota,Alto valor,Digital,Tecnologia,5,286,110909.0,76789.0,0.823,1.233,0.03,13.75
CMP-0373,Manizales,Alto valor,Tienda,Educacion,15,453,146383.0,84670.0,0.657,1.187,0.076,11.403
CMP-0374,Bucaramanga,En riesgo,Digital,Bienestar,5,472,196552.0,147849.0,0.578,1.052,0.055,12.294
CMP-0375,Medellin,Frecuente,Digital,Tecnologia,0,423,140527.0,85942.0,0.933,0.981,0.047,5.1
CMP-0376,Pereira,Ocasional,Tienda,Educacion,5,197,263314.0,138648.0,0.808,1.132,0.086,3.791
CMP-0377,Bogota,Frecuente,Digital,Tecnologia,0,205,289506.0,152415.0,0.736,1.037,0.116,9.042
CMP-0378,Bogota,Frecuente,Tienda,Tecnologia,5,650,152731.0,99704.0,0.915,1.239,0.097,9.97
CMP-0379,Bucaramanga,Frecuente,Digital,Bienestar,15,235,318285.0,240881.0,0.69,0.825,0.066,9.282
CMP-0380,Bucaramanga,Alto valor,B2B,Hogar,15,143,305083.0,230382.0,0.903,0.815,0.061,6.825
CMP-0381,Pereira,En riesgo,Tienda,Hogar,5,361,218888.0,131540.0,0.698,1.056,0.11,13.149
CMP-0382,Medellin,Ocasional,B2B,Tecnologia,10,84,247061.0,157093.0,0.964,0.891,0.076,9.016
CMP-0383,Medellin,Ocasional,Tienda,Bienestar,15,292,113765.0,61901.0,0.671,1.072,0.067,7.349
CMP-0384,Bucaramanga,Frecuente,Digital,Tecnologia,10,610,235080.0,151703.0,0.612,1.152,0.087,8.773
CMP-0385,Pereira,Alto valor,Tienda,Tecnologia,10,245,260554.0,172989.0,0.864,0.862,0.04,8.902
CMP-0386,Pereira,En riesgo,Digital,Bienestar,0,516,272656.0,158210.0,0.623,0.998,0.022,8.435
CMP-0387,Pereira,Frecuente,Tienda,Hogar,5,383,288416.0,192347.0,0.977,1.11,0.105,10.767
CMP-0388,Medellin,Alto valor,Tienda,Bienestar,10,300,278318.0,204822.0,0.845,1.175,0.079,13.763
CMP-0389,Medellin,Frecuente,Digital,Tecnologia,25,490,240174.0,124946.0,0.654,1.023,0.032,7.383
CMP-0390,Pereira,Ocasional,B2B,Bienestar,25,449,281465.0,161826.0,0.644,0.893,0.046,1.759
CMP-0391,Bogota,Ocasional,Digital,Educacion,25,277,335152.0,191164.0,0.966,1.064,0.119,8.463
CMP-0392,Pereira,Ocasional,Tienda,Hogar,10,218,252838.0,138993.0,0.824,1.005,0.082,9.476
CMP-0393,Bucaramanga,Ocasional,Tienda,Hogar,5,648,283820.0,158900.0,0.952,1.147,0.082,6.2
CMP-0394,Manizales,Frecuente,Digital,Bienestar,10,184,246037.0,164899.0,0.6,1.05,0.023,17.897
CMP-0395,Bogota,En riesgo,Tienda,Bienestar,10,674,211493.0,115189.0,0.966,0.926,0.117,11.762
CMP-0396,Medellin,Frecuente,Tienda,Tecnologia,0,372,299216.0,208628.0,0.784,1.139,0.109,5.55
CMP-0397,Pereira,Ocasional,Digital,Bienestar,5,697,218358.0,160031.0,0.851,1.033,0.073,10.764
CMP-0398,Pereira,Alto valor,Tienda,Tecnologia,10,298,288961.0,214519.0,0.718,0.88,0.047,7.619
CMP-0399,Bucaramanga,En riesgo,Digital,Bienestar,10,430,262119.0,177833.0,0.577,1.053,0.088,13.102
CMP-0400,Bucaramanga,Frecuente,Tienda,Educacion,5,461,237205.0,134584.0,0.981,1.227,0.103,11.664
CMP-0401,Medellin,Alto valor,Digital,Bienestar,15,289,235389.0,127221.0,0.998,1.117,0.098,14.454
CMP-0402,Bogota,Frecuente,B2B,Educacion,10,215,221891.0,127739.0,0.714,0.934,0.118,7.618
CMP-0403,Bucaramanga,Alto valor,B2B,Hogar,20,402,136565.0,102542.0,0.975,1.12,0.082,6.844
CMP-0404,Medellin,Alto valor,Digital,Educacion,10,491,288717.0,216816.0,0.625,0.927,0.049,15.913
CMP-0405,Manizales,Ocasional,Digital,Educacion,15,242,277366.0,169654.0,0.62,1.044,0.067,11.952
CMP-0406,Manizales,Frecuente,Tienda,Educacion,5,555,323725.0,193649.0,0.583,1.037,0.101,7.604
CMP-0407,Manizales,En riesgo,Tienda,Bienestar,15,476,220141.0,141419.0,0.726,0.911,0.043,5.733
CMP-0408,Pereira,Frecuente,Digital,Bienestar,5,183,402154.0,237273.0,0.574,0.957,0.039,5.046
CMP-0409,Medellin,Ocasional,Digital,Bienestar,5,661,231520.0,174825.0,0.728,1.224,0.091,14.251
CMP-0410,Pereira,Frecuente,Digital,Educacion,15,107,194367.0,111390.0,0.612,0.913,0.062,21.212
CMP-0411,Pereira,Ocasional,B2B,Educacion,10,485,185474.0,112878.0,0.879,1.16,0.101,12.429
CMP-0412,Bucaramanga,Ocasional,Digital,Hogar,5,352,129956.0,80969.0,0.925,1.1,0.03,13.557
CMP-0413,Bucaramanga,Frecuente,B2B,Tecnologia,20,485,374947.0,206227.0,0.86,1.04,0.05,9.432
CMP-0414,Pereira,En riesgo,Digital,Tecnologia,0,559,362830.0,222008.0,0.64,0.862,0.043,2.982
CMP-0415,Pereira,Frecuente,B2B,Tecnologia,15,506,305056.0,221353.0,0.895,0.892,0.088,10.672
CMP-0416,Bogota,Alto valor,Digital,Tecnologia,15,483,192793.0,106747.0,0.662,0.881,0.095,8.069
CMP-0417,Medellin,Ocasional,Digital,Tecnologia,10,601,395845.0,261323.0,0.892,1.064,0.063,8.655
CMP-0418,Pereira,Ocasional,B2B,Tecnologia,10,515,233621.0,144283.0,0.805,1.238,0.065,5.788
CMP-0419,Bucaramanga,Alto valor,B2B,Educacion,5,584,239823.0,134524.0,0.715,1.195,0.029,11.629
CMP-0420,Manizales,Frecuente,Digital,Tecnologia,15,329,367794.0,192342.0,0.588,0.811,0.089,7.989
CMP-0421,Medellin,En riesgo,Digital,Bienestar,5,205,309418.0,181196.0,0.922,0.923,0.119,12.787
CMP-0422,Bogota,Ocasional,Digital,Hogar,5,225,425083.0,227351.0,0.973,0.871,0.097,8.287
CMP-0423,Bogota,En riesgo,Digital,Tecnologia,10,459,278654.0,170097.0,0.85,1.239,0.038,14.614
CMP-0424,Manizales,Frecuente,Digital,Bienestar,20,409,230223.0,164483.0,0.984,0.906,0.08,9.601
CMP-0425,Manizales,Ocasional,B2B,Educacion,20,127,214115.0,148322.0,0.97,0.891,0.046,3.933
CMP-0426,Pereira,Frecuente,Digital,Educacion,25,206,121475.0,90787.0,0.638,1.079,0.018,3.381
CMP-0427,Medellin,En riesgo,Tienda,Educacion,15,679,239105.0,148839.0,0.879,1.05,0.034,12.228
CMP-0428,Medellin,Frecuente,Digital,Bienestar,15,530,345845.0,238589.0,0.707,0.902,0.026,7.282
CMP-0429,Pereira,Ocasional,Digital,Bienestar,15,548,304913.0,207244.0,0.769,1.102,0.036,13.387
CMP-0430,Bogota,Frecuente,Tienda,Tecnologia,20,202,261523.0,149615.0,0.621,0.844,0.099,6.81
CMP-0431,Pereira,Ocasional,Digital,Educacion,15,119,185380.0,109904.0,0.989,0.809,0.046,6.605
CMP-0432,Bogota,Ocasional,Tienda,Bienestar,10,260,277015.0,179273.0,0.877,0.837,0.094,5.855
CMP-0433,Medellin,Frecuente,Digital,Hogar,15,611,335961.0,238935.0,0.67,0.964,0.115,15.923
CMP-0434,Pereira,En riesgo,B2B,Hogar,15,394,292304.0,184396.0,0.717,1.239,0.075,10.198
CMP-0435,Manizales,Frecuente,Tienda,Bienestar,5,566,272505.0,156597.0,0.74,1.046,0.066,8.536
CMP-0436,Pereira,Ocasional,B2B,Tecnologia,10,381,200228.0,151859.0,0.886,1.14,0.094,9.198
CMP-0437,Manizales,Frecuente,Digital,Educacion,10,383,325039.0,178036.0,0.967,0.945,0.025,15.845
CMP-0438,Medellin,Frecuente,Digital,Hogar,20,452,80000.0,59953.0,0.695,1.124,0.06,12.314
CMP-0439,Pereira,Frecuente,Digital,Tecnologia,10,674,288713.0,206191.0,0.763,1.235,0.067,13.223
CMP-0440,Bucaramanga,Alto valor,Tienda,Hogar,20,351,452774.0,326602.0,0.817,0.961,0.102,9.821
CMP-0441,Medellin,Alto valor,Digital,Educacion,10,449,146872.0,104394.0,0.727,1.25,0.1,16.016
CMP-0442,Bucaramanga,Ocasional,Digital,Hogar,20,650,241897.0,137872.0,0.777,1.087,0.104,10.033
CMP-0443,Pereira,Ocasional,Digital,Bienestar,5,310,259407.0,174275.0,0.598,1.137,0.088,4.452
CMP-0444,Manizales,Ocasional,Digital,Educacion,20,600,225306.0,158079.0,0.625,0.913,0.071,10.321
CMP-0445,Manizales,Alto valor,Digital,Tecnologia,15,411,337728.0,236060.0,0.73,1.089,0.102,17.258
CMP-0446,Bogota,Frecuente,Digital,Educacion,10,625,295434.0,172881.0,0.962,1.03,0.107,10.841
CMP-0447,Bucaramanga,Alto valor,Digital,Hogar,10,370,271423.0,152938.0,0.707,1.23,0.065,14.537
CMP-0448,Medellin,Ocasional,Tienda,Bienestar,10,470,319795.0,191477.0,0.662,1.207,0.118,8.567
CMP-0449,Manizales,En riesgo,Digital,Tecnologia,10,280,261256.0,165940.0,0.884,0.979,0.107,11.712
CMP-0450,Bucaramanga,Frecuente,Digital,Tecnologia,15,473,498490.0,327860.0,0.977,1.226,0.069,11.405
CMP-0451,Medellin,Ocasional,Tienda,Educacion,25,282,271351.0,195608.0,0.757,1.198,0.022,3.935
CMP-0452,Medellin,Alto valor,Tienda,Educacion,15,457,274646.0,193507.0,0.554,1.066,0.039,8.9
CMP-0453,Manizales,Frecuente,Digital,Educacion,15,569,131715.0,89866.0,0.86,0.837,0.097,6.87
CMP-0454,Pereira,Alto valor,Tienda,Bienestar,10,349,219241.0,127870.0,0.737,0.872,0.027,9.345
CMP-0455,Manizales,Frecuente,B2B,Hogar,20,346,346053.0,219720.0,0.853,0.835,0.064,8.699
CMP-0456,Manizales,Ocasional,Tienda,Tecnologia,20,279,159841.0,95985.0,0.675,0.849,0.079,6.366
CMP-0457,Pereira,En riesgo,B2B,Hogar,10,532,98183.0,56591.0,0.551,1.24,0.107,10.731
CMP-0458,Bogota,Frecuente,Tienda,Bienestar,25,447,262424.0,137106.0,0.705,0.895,0.104,-1.937
CMP-0459,Medellin,Frecuente,Digital,Hogar,10,400,362806.0,218217.0,0.867,1.111,0.095,15.889
CMP-0460,Pereira,Ocasional,Digital,Hogar,20,95,263179.0,153030.0,0.727,1.086,0.058,10.239
CMP-0461,Bogota,En riesgo,Tienda,Tecnologia,25,148,234791.0,154318.0,0.649,1.084,0.03,8.659
CMP-0462,Pereira,Ocasional,B2B,Hogar,15,84,120613.0,64522.0,0.759,0.893,0.085,10.592
CMP-0463,Bogota,Frecuente,Digital,Tecnologia,5,607,293919.0,171921.0,0.889,1.061,0.034,9.041
CMP-0464,Manizales,Ocasional,Digital,Tecnologia,15,608,309596.0,164316.0,0.604,1.081,0.074,1.987
CMP-0465,Pereira,Frecuente,Tienda,Tecnologia,5,122,126370.0,85166.0,0.861,1.057,0.118,5.607
CMP-0466,Medellin,En riesgo,Digital,Bienestar,20,108,345090.0,226505.0,0.85,0.884,0.073,13.869
CMP-0467,Pereira,Frecuente,Tienda,Hogar,10,564,317427.0,190772.0,0.717,1.125,0.083,10.281
CMP-0468,Manizales,Ocasional,Tienda,Tecnologia,15,405,344924.0,191557.0,0.987,0.833,0.086,4.597
CMP-0469,Pereira,Alto valor,Tienda,Bienestar,20,271,303764.0,227793.0,0.953,1.066,0.102,8.141
CMP-0470,Medellin,Frecuente,B2B,Tecnologia,5,461,309026.0,204036.0,0.692,0.996,0.061,3.818
CMP-0471,Bogota,En riesgo,Tienda,Tecnologia,10,226,299054.0,204250.0,0.564,0.913,0.067,5.288
CMP-0472,Medellin,Ocasional,Tienda,Tecnologia,15,202,325135.0,210533.0,0.689,1.163,0.033,10.741
CMP-0473,Manizales,Frecuente,Tienda,Hogar,10,307,123593.0,88192.0,0.642,0.879,0.08,5.427
